name,description,brewery,real,createdAt,abv,type
Flux Hazy Pale Ale,"Humlearomatisk smak med tydlig beska, inslag av grapefruktskal, ananas, vitpeppar och honung.",Apex Brewing CO,true,2026-03-14T00:00:00,5.8,Pale Ale
Omega DIPA,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av passionsfrukt, ananas, granskott, sockerkaka, apelsinmarmelad och grapefrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,9.7,Double IPA
Gematria IPA,"Nyanserad, humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, ananas, sockerkaka, tallbarr, grapefrukt och honung.",Apex Brewing CO,true,2026-03-14T00:00:00,7.2,India Pale Ale
Metatron DIPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, grapefrukt, tallbarr, sockerkaka och honung.",Apex Brewing CO,true,2026-03-14T00:00:00,7.9,Double IPA
Tidal Surge IPA,"Mycket fruktig smak med tydlig beska och liten sötma, inslag av torkad ananas, papaya, honung, rosmarin och grapefrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,7,India Pale Ale
Zenith IPA,"Fruktig, något humlearomatisk smak med tydlig beska, inslag av ljust bröd, ananas, grapefruktskal och tallkåda.",Apex Brewing CO,true,2026-03-14T00:00:00,7.5,India Pale Ale
Retrograde IPA,"Fruktig, något humlearomatisk smak med liten sötma, inslag av grapefrukt, ananas, ljust bröd och passionsfrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,6.3,India Pale Ale
The Old Testament DIPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, grapefrukt, sockerkaka, ananas och tallkåda.",Apex Brewing CO,true,2026-03-14T00:00:00,9,Double IPA
Phantom Current IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av passionsfrukt, ananas, tallbarr, mango, sockerkaka, vitpeppar och grapefrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,6.7,India Pale Ale
Nebula Drift DIPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, ananas, sockerkaka, rosmarin, vitpeppar och grapefrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,8.9,Double IPA
Keller-Dunkel,"Maltig smak med inslag av sirapslimpa, dadlar, choklad, apelsin, smörkola och kryddor.",Apex Brewing CO,true,2026-03-14T00:00:00,5,Lager
Thunder Hex DIPA,"Fruktig smak med sötma, inslag av aprikosmarmelad, sockerkaka, vita blommor och citrus.",Apex Brewing CO,true,2026-03-14T00:00:00,8.5,Double IPA
Wyrm Veil IPA,"Mycket fruktig smak med tydlig beska och liten sötma, inslag av grapefrukt, ananas, sockerkaka, rosmarin och krusbär.",Apex Brewing CO,true,2026-03-14T00:00:00,5.6,India Pale Ale
Lumora Hazy Pale Ale,"Humlearomatisk smak med inslag av krusbär, rosmarin, grapefrukt, vitpeppar och ananas.",Apex Brewing CO,true,2026-03-14T00:00:00,5.6,Pale Ale
Nether Spark IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av aprikosmarmelad, sockerkaka, tallbarr, papaya, honung och vitpeppar.",Apex Brewing CO,true,2026-03-14T00:00:00,6.9,India Pale Ale
Morning Star IPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, rosmarin, grapefrukt, vitpeppar, krusbär och sockerkaka.",Apex Brewing CO,true,2026-03-14T00:00:00,6.1,India Pale Ale
Death Grip IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av torkad ananas, grapefrukt, tallkåda, ambrosiakaka, örter och passionsfrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,6.9,India Pale Ale
Blank Generation IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av mango, ananas, rosmarin, sockerkaka, grapefrukt och honung.",Apex Brewing CO,true,2026-03-14T00:00:00,7.2,India Pale Ale
Carnifex TIPA,"Fruktig smak med tydlig beska och liten sötma, inslag av mango, tallkåda, torkad ananas, fruktkaka, kryddor och grapefrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,7.5,India Pale Ale
Sable Spell DIPA,"Humlearomatisk, fruktig smak med inslag av grapefrukt, passionsfrukt, ananas, sockerkaka och honung.",Apex Brewing CO,true,2026-03-14T00:00:00,7.6,Double IPA
Helios IPA,"Fruktig smak med liten sötma, inslag av ananas, ljust bröd, honung, klöverblommor och grapefrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,7.5,India Pale Ale
Halcyon IPA,"Humlearomatisk, fruktig smak med tydlig beska, inslag av grapefrukt, rosmarin, ingefära, passionsfrukt och ljust bröd.",Apex Brewing CO,true,2026-03-14T00:00:00,5.8,India Pale Ale
Ecliptic DIPA,"Fruktig smak med liten sötma, inslag av fruktkaka, ananas, ljust bröd, apelsinskal och kryddor.",Apex Brewing CO,true,2026-03-14T00:00:00,9.6,Double IPA
Oath Skull IPA,"Nyanserad, fruktig smak med tydlig beska och liten sötma, inslag av grapefrukt, vitpeppar, sockerkaka, ananas, honung och krusbär.",Apex Brewing CO,true,2026-03-14T00:00:00,5.5,India Pale Ale
Steel Spine IPA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, mango, sockerkaka, rosmarin, honung och passionsfrukt.",Apex Brewing CO,true,2026-03-14T00:00:00,5.8,India Pale Ale
Apex NE Mosaic & Simcoe IPA,"Humlearomatisk, fruktig smak med tydlig beska och liten sötma, inslag av ananas, tallbarr, passionsfrukt, sockerkaka och grapefrukt.",Apex Brewing CO,true,2019-08-01T00:00:00,6.5,Ale
Hazy Pale Ale,"Mycket fruktig smak med tydlig beska, inslag av ananas, sockerkaka, grapefrukt, honung, gul kiwi och rosmarin.",Apex Brewing CO,true,2026-03-14T00:00:00,5.1,Pale Ale
"Arboga 10,2","Maltig smak med sötma, inslag av torkade aprikoser, sirapslimpa, honung och apelsin.",Three Towns Ind Brewers,true,2026-03-01T00:00:00,10.2,Ljus lager
"Arboga 7,3","Maltig smak med liten sötma, inslag av sirapslimpa, kryddor och aprikos.",Three Towns Ind Brewers,true,2026-03-01T00:00:00,7.3,Ljus lager
Arboga Mörk Lager,"Maltig smak med inslag av kavring, mörk sirap, pomerans och choklad.",Three Towns Ind Brewers,true,2026-03-01T00:00:00,5.5,Mellanmörk & Mörk lager
Arboga Originalet,"Maltig smak med inslag av knäckebröd, aprikos, örter och apelsin.",Three Towns Ind Brewers,true,2026-03-03T00:00:00,5.3,Ljus lager
Arkipelager,"Maltig smak med inslag av knäckebröd, honung och citrus.",Karlskrona Mikrobryggeri,true,2021-03-01T00:00:00,5.2,Ljus lager
Azvex Guava x Banana x Mango x Mandarin x Lemon x Vanilla Smoothie,,Arpus,true,2026-03-14T00:00:00,4.4,Lager
Chilli x Pineapple x Apricot x Passionfruit Smoothie Sour Ale,,Arpus,true,2026-03-14T00:00:00,4.9,Sour
X QDH Lupomax Citra x Mosaic x Azacca TIPA,,Arpus,true,2026-03-14T00:00:00,7.1,India Pale Ale
Beak TDH Peacharine x Nelson Sauvin x Citra DIPA,,Arpus,true,2026-03-14T00:00:00,7.9,Double IPA
Watermelon x Mint x Lime Smoothie Sour Ale,,Arpus,true,2026-03-14T00:00:00,4.5,Sour
Messorem TDH Superdelic x Nectaron x Motueka x Citra DIPA,,Arpus,true,2026-03-14T00:00:00,9.6,Double IPA
Märzen Tostada,"Nyanserad, fruktig smak med inslag av knäckebröd, torkad frukt, ljus sirap, choklad, kryddor, nötter och apelsinskal.",Cervezas Arriaca S.L.,true,2026-03-14T00:00:00,6.2,Bock
Glutenfri,"Maltig smak med inslag av knäckebröd, örter och citrus.",Åbro Bryggeri,true,2026-03-14T00:00:00,4.2,Lager
As Above So Below,,Mortalis Brewing Company,true,2026-03-14T00:00:00,5.3,Lager
Super Dry,"Maltig smak inslag av ljust bröd, citrus, örter och honung.",Asahi Beer,true,2026-03-14T00:00:00,5.2,Lager
Asmara,"Maltig smak med inslag av ljust knäckebröd, aprikos och citrus.",Asmara Brewery,true,2026-03-14T00:00:00,5.4,Lager
Union Hazy IPA,"Fruktig smak med inslag av ananas, sockerkaka, honung, ljust bröd, mango och citrus.",Attic Brew Co,true,2026-03-14T00:00:00,6.8,New England IPA
Lagerbier Hell,,Augustiner Bräu,true,2026-03-14T00:00:00,4.2,Lager
Edelstoff,,Augustiner Bräu,true,2026-03-14T00:00:00,4.5,Lager
Dunkel,,Augustiner Bräu,true,2026-03-14T00:00:00,5.4,Lager
Weissbier,,Augustiner Bräu,true,2026-03-14T00:00:00,4.8,Wheat Beer
Augustiner Pils,,Augustiner Bräu,true,2026-03-14T00:00:00,4.9,Pilsner
Avance,,Allagash Brewing Company,true,2026-03-14T00:00:00,5.4,Lager
Abbey Extra,"Kryddig, fruktig smak med inslag av ananas, banan, ljust bröd, citrus och honung.",Brouwerij Huyghe,true,2026-03-14T00:00:00,4.9,Lager
Bräuweisse,"Kryddig smak med inslag av vetebröd, banankaka, kryddnejlika och citrus.",Aying F Inselkammer,true,2026-03-14T00:00:00,5.5,Wheat Beer
Festmärzen,"Maltig smak med inslag av sirapslimpa, pomerans, aprikos och smörkola.",Aying F Inselkammer,true,2026-03-14T00:00:00,7.2,Bock
Lager Hell,,Aying F Inselkammer,true,2026-03-14T00:00:00,4.4,Lager
Kellerbier,,Aying F Inselkammer,true,2021-06-02T00:00:00,6,Ljus lager
Bairisch Pils,,Aying F Inselkammer,true,2026-03-14T00:00:00,4.7,Pilsner
Urweisse,,Aying F Inselkammer,true,2026-03-14T00:00:00,4.8,Wheat Beer
Doppelbock,"Nyanserad, maltig smak med tydlig beska och liten sötma, inslag av fruktkaka, mörk sirap, kryddor, pomerans, kaffe, kakao och nötter.",Brauerei Aying,true,2026-03-14T00:00:00,7.9,Bock
Tropical IPA,"Fruktig, humlearomatisk smak med tydlig beska, inslag av mango, smörkola, torkad ananas, apelsinskal, tobak och knäck.",Imperiebryggeriet,true,2026-03-14T00:00:00,6.9,India Pale Ale
Nelson Sauvin Gluten-free Pale Ale,"Fruktig, något humlearomatisk smak med tydlig beska, inslag av ljust bröd, passionsfrukt, mango, grapefrukt och örter.",Stockholm Brewing,true,2026-03-14T00:00:00,4.5,Pale Ale
Orange Radler Next Round,"Fruktig smak med liten sötma, inslag av apelsin, ljust bröd, citronkaramell och örter.",BRLO GmbH,true,2026-03-14T00:00:00,4.7,Lager
Chopping Block,"Maltig smak med inslag av knäckebröd, honung, klöverblommor och citron.",Carlsberg Supply Company Sverige AB,true,2026-03-14T00:00:00,5,Lager
"Goodmorning, Vietnam","Maltig, rostad smak med liten sötma, inslag av pumpernickel, espressokaffe, romrussin, lakrits, nötter, apelsin och mörk choklad.",Bad Seed Brewing,true,2026-03-14T00:00:00,5.2,Lager
Akuma,,Bad Seed Brewing,true,2026-03-14T00:00:00,4,Lager
Dora #77,,Badlands Brewing,true,2026-03-14T00:00:00,4.9,Lager
Baggens IPA,"Nyanserad smak med tydlig beska, inslag av sirapslimpa, knäck, kaffe, grapefrukt, kryddor och nötter.",Nacka Bryggeri,true,2015-12-01T00:00:00,6.1,Ale
L'ippa,,Baladin,true,2026-03-14T00:00:00,5.5,Lager
Gluten Free,,Baladin,true,2026-03-14T00:00:00,4.6,Lager
Sculpin IPA,"Humlearomatisk smak med tydlig beska, inslag av passionsfrukt, ananas, ambrosiakaka, tallkåda och grapefrukt.",Ballast Point Brewing,true,2026-03-14T00:00:00,6.3,India Pale Ale
Grunion Pale Ale,"Nyanserad, humlearomatisk smak med tydlig beska, inslag av aprikosmarmelad, citrusskal, honung, torkad ananas och knäck.",Ballast Point Brewing,true,2026-03-14T00:00:00,5.2,Pale Ale
Motala Irish Ale,"Maltig smak med inslag av aprikos, knäck, pomerans och sirapslimpa.",Fors Bryggeri,true,2026-03-14T00:00:00,4.7,Lager
Imperiebryggeriet,"Maltig smak med liten sötma, inslag av sirapslimpa, torkad frukt, knäck, aprikos och pomerans.",Imperiebryggeriet,true,2026-03-14T00:00:00,4.6,Lager
Chocolate Quad,,Kasteel Brouwerij Vanhonsebrouck bvba,true,2026-03-14T00:00:00,5.2,Lager
In Between,"Mycket fruktig smak med inslag av mango, sockerkaka, ananas och apelsin.",Barkarby Brewing,true,2026-03-14T00:00:00,4.9,Lager
Barcode,"Maltig smak med sötma, inslag av choklad, fikon, russin, kaffe och kryddor.",BarlindBeer,true,2026-03-14T00:00:00,4.9,Lager
Ishusets lager,"Maltig smak med inslag av ljust bröd, honung, örter och citrus.",BarlindBeer,true,2026-03-14T00:00:00,4.1,Lager
Archipelago,"Fruktig smak med tydlig beska, inslag av mango, torkad ananas, tallkåda, vitpeppar och apelsinskal.",BarlindBeer,true,2026-03-14T00:00:00,5.2,Lager
TÔGA,"Humlearomatisk smak med tydlig beska och liten sötma, inslag av ananas, passionsfrukt, ambrosiakaka, citronskal och tallbarr.",BarlindBeer,true,2026-03-14T00:00:00,4,Lager
Flygtornets pilsner,"Maltig smak med inslag av ljust bröd, honung, örter och citron.",BarlindBeer,true,2026-03-14T00:00:00,4.7,Pilsner
Ölagille Tribut,"Fruktig smak med tydlig beska, inslag av ananas, aprikos, ljust bröd, apelsinskal, färska örter och grapefrukt.",BarlindBeer,true,2026-03-14T00:00:00,4.8,Lager
Smegevôrna,"Fruktig, humlearomatisk smak med tydlig beska, inslag av mango, passionsfrukt, färska örter, ananas, sockerkaka, krusbär och grapefrukt.",BarlindBeer,true,2026-03-14T00:00:00,4.9,Lager
Hôl I Bônn,"Något humlearomatisk smak med inslag av grapefrukt, halm, ananas och ljust bröd.",BarlindBeer,true,2026-03-14T00:00:00,4.1,Lager
Haze Hop Fallerallera,"Fruktig, humlearomatisk smak med tydlig beska och liten sötma, inslag av mango, sockerkaka, ananas, rosmarin, honung, papaya och grapefrukt.",BarlindBeer,true,2026-03-14T00:00:00,5,Lager
God Ale,"Maltig smak med inslag av fruktkaka, choklad, torkad frukt, mörk sirap, nötter och apelsin.",BarlindBeer,true,2026-03-14T00:00:00,5.3,Lager
Flygtornets schwarzbier,"Maltig smak med inslag av mörkt bröd, choklad, dadlar och aprikos.",BarlindBeer,true,2026-03-14T00:00:00,4.2,Lager
Ölagille Quadrupel,"Nyanserad, maltig smak med sötma, inslag av kavring, mörk choklad, dadlar, apelsin, farinsocker och nötter.",BarlindBeer,true,2026-03-14T00:00:00,4.3,Lager
Påskepårter,"Maltig, rostad smak med inslag av pumpernickel, kaffe, rökta charkuterier, mörk choklad, lakrits och nötter.",BarlindBeer,true,2026-03-14T00:00:00,4.8,Lager
Ryttmästarns Disig IPA,"Fruktig smak med tydlig beska, inslag av mango, tallkåda, apelsinmarmelad, vitpeppar och torkad ananas.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,6.4,India Pale Ale
Svartkrake,"Nyanserad, maltig smak med liten sötma, inslag av kavring, torkad frukt, smörkola, choklad, sirap, nötter och pomerans.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4.8,Lager
Källingen,"Fruktig smak med sötma och tydlig beska, inslag av torkad frukt, ljus sirap och kryddor.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4,Lager
Helgedomen,"Fruktig smak med liten sötma, inslag av aprikosmarmelad, honung, mandel och tropisk frukt.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4,Lager
Karlsö Lager,"Maltig smak med inslag av ljust bröd, honung, örter och citrus.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4.8,Lager
Kalkstenshawaii,"Fruktig, något maltig smak med inslag av mango, ananas, citrus och knäckebröd.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4.2,Lager
Fårö Pilsner,"Maltig smak med inslag av surdegslimpa, klöverblommor, aprikos, halm och citron.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4.9,Pilsner
Helgedomen Helge And,"Nyanserad smak med inslag av fruktkaka, knäck, dadlar, kryddor, nötter och apelsinskal.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,5.5,Lager
Ryttmästarns IPA,"Humlearomatisk smak med tydlig beska, inslag av passionsfrukt, ananas, sockerkaka och grapefrukt.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,7,India Pale Ale
Galgbacken IPA,"Fruktig smak med tydlig beska, inslag av torkad aprikoser, tallkåda och apelsinskal.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,6.1,India Pale Ale
Helgedomen Julporter,"Nyanserad, maltig smak med liten sötma, inslag av kavring, mörk sirap, kaffe, choklad, kavring, tobak och pomerans.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,5.6,Porter
Slåttarns Emmerlager,"Maltig smak med inslag av knäckebröd, örter och citrus.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,5.5,Lager
Den säure Hallon,"Bärig, mycket syrlig smak med tydlig karaktär av hallon, inslag av blodapelsin.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4.2,Lager
Jaulöl,"Maltig smak med inslag av mörkt knäckebröd, aprikos, honung och apelsin.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,5.5,Lager
Kåisa APA,"Fruktig, något humlearomatisk smak med inslag av ananas, papaya, vitpeppar, ljust knäckebröd och färska örter.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4.5,Lager
Hoburg,"Maltig smak med inslag av ljust knäckebröd, citrus och örter.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,5.5,Lager
Gutaguld,"Maltig smak med inslag av ljust bröd, citrusskal och örter.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4.7,Lager
Leilu,"Maltig smak med inslag av ljust knäckebröd, örter, honung och citrus.",Barlingbo Bryggeri,true,2026-03-14T00:00:00,4.1,Lager
Baron Trenck,"Maltig smak med inslag av ljust bröd, apelsin, knäck, citrusskal och örter.",Starobrno,true,2026-03-14T00:00:00,4.9,Lager
Fudgesicle,"Söt, maltig, rostad smak med inslag av mjuk chokladkaka, rostade hasselnötter, kaffe, gräddkola, lakrits, farinsocker och vanilj.",Basqueland Brewing Company,true,2026-03-14T00:00:00,4.4,Lager
Bavaria Premium,"Maltig smak med inslag av knäckebröd, örter, ljus sirap och citrus.",Bavaria,true,2026-03-14T00:00:00,5.3,Lager
Brouwerij de Brabandere,,Brouwerij De Brabandere,true,2026-03-14T00:00:00,5.5,Lager
Bayreuther Hell,"Maltig smak med inslag av ljust bröd, honung, apelsin och örter.",Brauerei gebr. Maisel KG,true,2026-03-14T00:00:00,5,Lager
Eda|IPA,"Fruktig, humlearomatisk smak med liten sötma, inslag av ananas, ljust bröd, tallbarr och grapefrukt.",Beak Brewery,true,2026-03-14T00:00:00,5.7,India Pale Ale
Svingeln Pils,"Maltig smak med inslag av knäckebröd, örter, halm och citron.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,5.3,Pilsner
Hazy IPA,"Humlearomatisk, fruktig smak med inslag av mango, ananas, tallbarr, sockerkaka, grapefrukt och passionsfrukt.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,6.4,New England IPA
Dry Loral,"Maltig, något humlearomatisk smak med tydlig beska, inslag av knäckebröd, örter, grapefrukt och honung.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,4.4,Lager
Bitter,"Maltig smak med tydlig beska, inslag av sirapslimpa, nötter, apelsinskal och choklad.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,5.4,Lager
Kanin överbord IPA,"Humlearomatisk, fruktig smak med tydlig beska, inslag av mango, passionsfrukt, sockerkaka, grapefrukt, tallbarr och pomerans.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,6.7,India Pale Ale
This is not a rabbit,"Fruktig smak med inslag av aprikos, vetebröd, banan, citrus, örter och honung.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,5.2,Lager
Citra Royale,"Fruktig, humlearomatisk smak med tydlig beska, inslag av passionsfrukt, ananas, rosmarin, mango och grapefrukt.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,5,Lager
Hazy Vince,"Fruktig, humlearomatisk smak med liten sötma, inslag av mango, ananas, sockerkaka, färska örter och grapefrukt.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,5.1,Lager
West Coast Nelson,"Humlearomatisk smak med tydlig beska, inslag av passionsfrukt, sirapslimpa, mango, grapefrukt och tallbarr.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,4.3,Lager
Belgian Christmas,"Nyanserad, maltig smak med liten sötma, inslag av kavring, torkade fikon, mörk choklad, nötter och pomerans.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,4.4,Lager
Little Bunny Hopped Into the Haze,"Fruktig smak med inslag av grapefrukt, honung, rosmarin, ananas och krusbär.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,4.7,Lager
Citra Royale Plusmeny,"Något humlearomatisk smak med sötma, inslag av ljust bröd, grapefrukt, honung och timjan.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,5.4,Lager
Lady in Red,"Maltig smak med inslag av kavring, choklad, torkad frukt, kryddor och knäck.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,4.4,Lager
Stampen Lager,"Maltig smak med inslag av knäckebröd, mörk sirap, apelsin och choklad.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,4.2,Lager
En Svensk Jul,"Maltig smak med liten sötma, inslag av sirapslimpa, honung, mandarin och timjan.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,4.8,Lager
En Mörk Jul,"Nyanserad, maltig, rostad, söt smak med inslag av kavring, chokladpraliner, mörk sirap, kaffe, tobak och katrinplommon.",Bearded Rabbit Brewery,true,2026-03-14T00:00:00,5.5,Lager
Beck's,"Maltig smak med inslag av ljust knäckebröd, honung och örter.",Brauerei Becker,true,2026-03-14T00:00:00,5.4,Lager
Bedarö Bitter,"Nyanserad, maltig smak med tydlig beska, inslag av knäckebröd, aprikos, apelsinskal, honung och örter.",Nynäshamns Ångbryggeri,true,2006-12-20T00:00:00,4.5,Ale
